congress,chamber,icpsr,district_code,state_abbrev,party,bioname,ideal_point
94,House,14209,17.0,MI,D,"BRODHEAD, William McNulty",-0.463
94,House,14210,6.0,MI,D,"CARR, Milton Robert (Bob)",-0.254
94,House,5098,4.0,MN,D,"KARTH, Joseph Edward",-0.386
94,House,7671,1.0,MN,R,"QUIE, Albert Harold",0.189
94,House,10585,5.0,MN,D,"FRASER, Donald MacKay",-0.469
94,House,13007,7.0,MN,D,"BERGLAND, Robert Selmer",-0.38
94,House,13015,3.0,MN,R,"FRENZEL, William Eldridge",0.353
94,House,14227,2.0,MN,R,"HAGEDORN, Thomas Michael",0.308
94,House,14263,6.0,MN,D,"NOLAN, Richard Michael",-0.372
94,House,14265,8.0,MN,D,"OBERSTAR, James Louis",-0.553
94,House,10075,1.0,MS,D,"WHITTEN, Jamie Lloyd",-0.161
94,House,11035,3.0,MS,D,"MONTGOMERY, Gillespie V. (Sonny)",0.017
94,House,14005,2.0,MS,D,"BOWEN, David Reece",-0.134
94,House,14009,4.0,MS,R,"COCHRAN, William Thad",0.287
94,House,14031,5.0,MS,R,"LOTT, Chester Trent",0.39
94,House,835,5.0,MO,D,"BOLLING, Richard Walker",-0.504
94,House,7717,4.0,MO,D,"RANDALL, William Joseph",-0.184
94,House,9072,3.0,MO,D,"SULLIVAN, Leonor Kretzer",-0.386
94,House,10528,8.0,MO,D,"ICHORD, Richard Howard, II",0.001
94,House,10740,9.0,MO,D,"HUNGATE, William Leonard",-0.332
94,House,12004,10.0,MO,D,"BURLISON, Bill D.",-0.475
94,House,12009,1.0,MO,D,"CLAY, William Lacy, Sr.",-0.49
94,House,12031,2.0,MO,D,"SYMINGTON, James Wadsworth",-0.331
94,House,14030,6.0,MO,D,"LITTON, Jerry Lon",-0.266
94,House,14057,7.0,MO,R,"TAYLOR, Gene",0.328
94,House,12039,2.0,MT,D,"MELCHER, John",-0.329
94,House,14203,1.0,MT,D,"BAUCUS, Max Sieben",-0.212
94,House,13025,2.0,NE,R,"McCOLLISTER, John Yetter",0.289
94,House,13045,1.0,NE,R,"THONE, Charles",0.192
94,House,14276,3.0,NE,R,"SMITH, Virginia Dodd",0.238
94,House,14272,1.0,NV,D,"SANTINI, James David",-0.074
94,House,10581,2.0,NH,R,"CLEVELAND, James Colgate",0.218
94,House,14284,1.0,NH,D,"D'AMOURS, Norman Edward",-0.17
94,House,2329,14.0,NJ,D,"DANIELS, Dominick Vincent",-0.386
94,House,8010,10.0,NJ,D,"RODINO, Peter Wallace, Jr.",-0.435
94,House,9322,4.0,NJ,D,"THOMPSON, Frank, Jr.",-0.511
94,House,10609,11.0,NJ,D,"MINISH, Joseph George",-0.299
94,House,10613,15.0,NJ,D,"PATTEN, Edward James",-0.424
94,House,10737,9.0,NJ,D,"HELSTOSKI, Henry",-0.484
94,House,10739,3.0,NJ,D,"HOWARD, James John",-0.431
94,House,12042,8.0,NJ,D,"ROE, Robert A.",-0.326
94,House,12046,6.0,NJ,R,"FORSYTHE, Edwin Bell",0.326
94,House,14046,12.0,NJ,R,"RINALDO, Matthew John",0.023
94,House,14221,5.0,NJ,R,"FENWICK, Millicent Hammond",0.134
94,House,14223,1.0,NJ,D,"FLORIO, James Joseph",-0.318
94,House,14238,2.0,NJ,D,"HUGHES, William John",-0.153
94,House,14254,7.0,NJ,D,"MAGUIRE, Gene Andrew",-0.338
94,House,14255,13.0,NJ,D,"MEYNER, Helen Stevenson",-0.411
94,House,12022,1.0,NM,R,"LUJÁN, Manuel, Jr.",0.272
94,House,13038,2.0,NM,D,"RUNNELS, Harold Lowell",0.091
94,House,2476,9.0,NY,D,"DELANEY, James Joseph",-0.303
94,House,9017,28.0,NY,D,"STRATTON, Samuel Studdiford",-0.139
94,House,10500,7.0,NY,D,"ADDABBO, Joseph Patrick",-0.402
94,House,10545,1.0,NY,D,"PIKE, Otis Grey",-0.162
94,House,10551,8.0,NY,D,"ROSENTHAL, Benjamin Stanley",-0.562
94,House,10596,34.0,NY,R,"HORTON, Frank Jefferson",-0.004
94,House,10611,17.0,NY,D,"MURPHY, John Michael",-0.406
94,House,10638,5.0,NY,R,"WYDLER, John Waldemar",0.277
94,House,10705,22.0,NY,D,"BINGHAM, Jonathan Brewster",-0.509
94,House,10712,35.0,NY,R,"CONABLE, Barber Benjamin, Jr.",0.371
94,House,10733,32.0,NY,D,"HANLEY, James Michael",-0.306
94,House,10749,30.0,NY,R,"McEWEN, Robert Cameron",0.234
94,House,10760,24.0,NY,D,"OTTINGER, Richard Lawrence",-0.391
94,House,10768,11.0,NY,D,"SCHEUER, James Haas",-0.478
94,House,10784,6.0,NY,D,"WOLFF, Lester Lionel",-0.264
94,House,12003,10.0,NY,D,"BIAGGI, Mario",-0.339
94,House,12008,12.0,NY,D,"CHISHOLM, Shirley Anita",-0.605
94,House,12013,25.0,NY,R,"FISH, Hamilton, Jr.",0.07
94,House,12017,39.0,NY,R,"HASTINGS, James Fred",0.234
94,House,12019,18.0,NY,D,"KOCH, Edward Irving",-0.464
94,House,13001,20.0,NY,D,"ABZUG, Bella Savitzky",-0.597
94,House,13004,21.0,NY,D,"BADILLO, Herman",-0.599
94,House,13020,38.0,NY,R,"KEMP, Jack French",0.3
94,House,13021,4.0,NY,R,"LENT, Norman Frederick",0.183
94,House,13035,19.0,NY,D,"RANGEL, Charles B.",-0.514
94,House,14015,26.0,NY,R,"GILMAN, Benjamin Arthur",0.043
94,House,14022,16.0,NY,D,"HOLTZMAN, Elizabeth",-0.493
94,House,14038,31.0,NY,R,"MITCHELL, Donald Jerome",0.097
94,House,14061,33.0,NY,R,"WALSH, William Francis",0.068
94,House,14200,3.0,NY,D,"AMBRO, Jerome Anthony, Jr.",-0.19
94,House,14214,2.0,NY,D,"DOWNEY, Thomas Joseph",-0.384
94,House,14248,36.0,NY,D,"LaFALCE, John Joseph",-0.357
94,House,14253,27.0,NY,D,"McHUGH, Matthew Francis",-0.353
94,House,14264,37.0,NY,D,"NOWAK, Henry James",-0.332
94,House,14267,29.0,NY,D,"PATTISON, Edward Worthington",-0.323
94,House,14269,14.0,NY,D,"RICHMOND, Frederick William",-0.564
94,House,14277,13.0,NY,D,"SOLARZ, Stephen Joshua",-0.429
94,House,14283,15.0,NY,D,"ZEFERETTI, Leo C.",-0.305
94,House,14289,39.0,NY,D,"LUNDINE, Stanley Nelson",-0.31
94,House,93033,23.0,NY,R,"PEYSER, Peter A.",-0.055
94,House,3321,2.0,NC,D,"FOUNTAIN, Lawrence H.",-0.041
94,House,9230,11.0,NC,D,"TAYLOR, Roy Arthur",-0.069
94,House,10527,3.0,NC,D,"HENDERSON, David Newton",-0.108
94,House,10574,10.0,NC,R,"BROYHILL, James Thomas",0.269
94,House,10788,1.0,NC,D,"JONES, Walter Beaman, Sr.",-0.259
94,House,12027,6.0,NC,D,"PREYER, Lunsford Richardson",-0.27
94,House,14001,4.0,NC,D,"ANDREWS, Ike Franklin",-0.178
94,House,14035,9.0,NC,R,"MARTIN, James Grubbs",0.347
94,House,14048,7.0,NC,D,"ROSE, Charles Grandison, III",-0.319
94,House,14233,8.0,NC,D,"HEFNER, Willie Gathrel (Bill)",-0.264
94,House,14262,5.0,NC,D,"NEAL, Stephen Lybrook",-0.145
94,House,10569,1.0,ND,R,"ANDREWS, Mark",0.087
94,House,267,9.0,OH,D,"ASHLEY, Thomas William Ludlow",-0.35
94,House,2533,12.0,OH,R,"DEVINE, Samuel Leeper",0.502
94,House,4247,18.0,OH,D,"HAYS, Wayne Levere",-0.304
94,House,5495,5.0,OH,R,"LATTA, Delbert Leroy",0.391
94,House,9623,22.0,OH,D,"VANIK, Charles Albert",-0.366
94,House,10502,17.0,OH,R,"ASHBROOK, John Milan",0.612
94,House,10510,2.0,OH,R,"CLANCY, Donald Daniel",0.403
94,House,10525,6.0,OH,R,"HARSHA, William Howard",0.188
94,House,10539,13.0,OH,R,"MOSHER, Charles Adams",0.177
94,House,10773,11.0,OH,R,"STANTON, John William",0.135
94,House,10786,7.0,OH,R,"BROWN, Clarence J., Jr.",0.3
94,House,11034,10.0,OH,R,"MILLER, Clarence E.",0.416
94,House,11054,3.0,OH,R,"WHALEN, Charles William, Jr.",-0.139
94,House,11058,15.0,OH,R,"WYLIE, Chalmers Pangburn",0.23
94,House,12030,21.0,OH,D,"STOKES, Louis",-0.578
94,House,12044,19.0,OH,D,"CARNEY, Charles Joseph",-0.479
94,House,13040,14.0,OH,D,"SEIBERLING, John Frederick",-0.496
94,House,13043,20.0,OH,D,"STANTON, James Vincent",-0.305
94,House,14018,4.0,OH,R,"GUYER, Tennyson",0.217
94,House,14045,16.0,OH,R,"REGULA, Ralph Straus",0.221
94,House,14225,1.0,OH,R,"GRADISON, Willis David, Jr.",0.233
94,House,14245,8.0,OH,R,"KINDNESS, Thomas Norman",0.419
94,House,14260,23.0,OH,D,"MOTTL, Ronald Milton",0.021
94,House,62,3.0,OK,D,"ALBERT, Carl Bert",-0.392
94,House,8866,4.0,OK,D,"STEED, Thomas Jefferson",-0.279
94,House,14026,1.0,OK,D,"JONES, James Robert",-0.095
94,House,14219,6.0,OK,D,"ENGLISH, Glenn Lee, Jr.",-0.027
94,House,14270,2.0,OK,D,"RISENHOOVER, Theodore Marshall",-0.214
94,House,94891,5.0,OK,R,"JARMAN, John",0.206
94,House,9551,2.0,OR,D,"ULLMAN, Albert Conrad",-0.367
94,House,10582,3.0,OR,D,"DUNCAN, Robert Blackford",-0.341
94,House,14201,1.0,OR,D,"AuCOIN, Les",-0.231
94,House,14281,4.0,OR,D,"WEAVER, James Howard",-0.311
94,House,465,1.0,PA,D,"BARRETT, William Aloysius",-0.469
94,House,2513,21.0,PA,D,"DENT, John Herman",-0.384
94,House,3224,11.0,PA,D,"FLOOD, Daniel John",-0.377
94,House,6661,14.0,PA,D,"MOORHEAD, William Singer",-0.416
94,House,6685,22.0,PA,D,"MORGAN, Thomas Ellsworth",-0.396
94,House,6936,2.0,PA,D,"NIX, Robert Nelson Cornelius, Sr.",-0.536
94,House,8268,17.0,PA,R,"SCHNEEBELI, Herman Theodore",0.389
94,House,10591,3.0,PA,D,"GREEN, William Joseph",-0.415
94,House,10598,23.0,PA,R,"JOHNSON, Albert Walter",0.197
94,House,10607,10.0,PA,R,"McDADE, Joseph Michael",0.093
94,House,10620,15.0,PA,D,"ROONEY, Frederick Bernard",-0.35
94,House,10778,24.0,PA,D,"VIGORITO, Joseph Phillip",-0.311
94,House,11001,8.0,PA,R,"BIESTER, Edward George, Jr.",0.035
94,House,11014,4.0,PA,D,"EILBERG, Joshua",-0.443
94,House,11016,16.0,PA,R,"ESHLEMAN, Edwin Duing",0.276
94,House,11067,20.0,PA,D,"GAYDOS, Joseph Matthew",-0.278
94,House,12010,13.0,PA,R,"COUGHLIN, Robert Lawrence",0.204
94,House,12035,6.0,PA,D,"YATRON, Gus",-0.174
94,House,13050,18.0,PA,R,"HEINZ, Henry John, III",0.078
94,House,14052,9.0,PA,R,"SHUSTER, E. G. (Bud)",0.416
94,House,14072,12.0,PA,D,"MURTHA, John Patrick, Jr.",-0.265
94,House,14217,7.0,PA,D,"EDGAR, Robert William",-0.334
94,House,14261,25.0,PA,R,"MYERS, Gary Arthur",0.291
94,House,14273,5.0,PA,R,"SCHULZE, Richard Taylor",0.271
94,House,14288,19.0,PA,R,"GOODLING, William Franklin",0.336
94,House,10561,1.0,RI,D,"ST. GERMAIN, Fernand Joseph",-0.355
94,House,14204,2.0,RI,D,"BEARD, Edward Peter",-0.286
94,House,12023,4.0,SC,D,"MANN, James Robert",-0.032
94,House,13042,2.0,SC,R,"SPENCE, Floyd Davidson",0.32
94,House,13048,1.0,SC,D,"DAVIS, Mendel Jackson",-0.245
94,House,14212,3.0,SC,D,"DERRICK, Butler Carson, Jr.",-0.215
94,House,14235,5.0,SC,D,"HOLLAND, Kenneth Lamar",-0.246
94,House,14241,6.0,SC,D,"JENRETTE, John Wilson, Jr.",-0.316
94,House,14000,2.0,SD,R,"ABDNOR, James",0.241
94,House,14268,1.0,SD,R,"PRESSLER, Larry Lee",0.213
94,House,3034,4.0,TN,D,"EVINS, Joseph Landon",-0.343
94,House,10586,5.0,TN,D,"FULTON, Richard Harmon",-0.332
94,House,10616,1.0,TN,R,"QUILLEN, James Henry",0.246
94,House,10719,2.0,TN,R,"DUNCAN, John James",0.194
94,House,12038,7.0,TN,D,"JONES, Ed",-0.245
94,House,14004,6.0,TN,R,"BEARD, Robin Leo, Jr.",0.297
94,House,14224,8.0,TN,D,"FORD, Harold Eugene",-0.438
94,House,14251,3.0,TN,D,"LLOYD, Marilyn Laird",-0.058
94,House,14286,5.0,TN,D,"ALLEN, Clifford Robertson",-0.257
94,House,1077,9.0,TX,D,"BROOKS, Jack Bascom",-0.407
94,House,1282,17.0,TX,D,"BURLESON, Omar Truman",0.002
94,House,1577,22.0,TX,D,"CASEY, Robert Randolph",-0.098
94,House,5924,19.0,TX,D,"MAHON, George Herman",-0.168
94,House,7232,1.0,TX,D,"PATMAN, John William Wright",-0.396
94,House,7498,11.0,TX,D,"POAGE, William Robert",-0.082
94,House,9241,6.0,TX,D,"TEAGUE, Olin Earl",-0.102
94,House,10391,12.0,TX,D,"WRIGHT, James Claude, Jr.",-0.383
94,House,10446,14.0,TX,D,"YOUNG, John Andrew",-0.342
94,House,10520,20.0,TX,D,"GONZÁLEZ, Henry B.",-0.538
94,House,10550,4.0,TX,D,"ROBERTS, Herbert Ray",-0.131
94,House,10614,10.0,TX,D,"PICKLE, James Jarrell (Jake)",-0.218
94,House,10716,15.0,TX,D,"de la GARZA, Eligio, II (Kika)",-0.255
94,House,10783,16.0,TX,D,"WHITE, Richard Crawford",-0.137
94,House,11013,8.0,TX,D,"ECKHARDT, Robert Christian",-0.547
94,House,11023,23.0,TX,D,"KAZEN, Abraham, Jr.",-0.219
94,House,11066,3.0,TX,R,"COLLINS, James Mitchell",0.679
94,House,13002,7.0,TX,R,"ARCHER, William Reynolds, Jr.",0.496
94,House,14027,18.0,TX,D,"JORDAN, Barbara Charline",-0.522
94,House,14037,24.0,TX,D,"MILFORD, Dale",0.012
94,House,14054,5.0,TX,R,"STEELMAN, Alan Watson",0.255
94,House,14062,2.0,TX,D,"WILSON, Charles",-0.196
94,House,14234,13.0,TX,D,"HIGHTOWER, Jack English",-0.115
94,House,14247,21.0,TX,D,"KRUEGER, Robert Charles",-0.117
94,House,14290,22.0,TX,R,"PAUL, Ronald Ernest",0.863
94,House,14291,1.0,TX,D,"HALL, Sam Blakeley, Jr.",0.054
94,House,13027,1.0,UT,D,"McKAY, Koln Gunn",-0.254
94,House,14236,2.0,UT,D,"HOWE, Allan Turner",-0.309
94,House,14240,1.0,VT,R,"JEFFORDS, James Merrill",0.014
94,House,2706,1.0,VA,D,"DOWNING, Thomas Nelms",-0.065
94,House,9802,9.0,VA,R,"WAMPLER, William Creed",0.146
94,House,10767,3.0,VA,D,"SATTERFIELD, David Edward, III",0.265
94,House,12011,5.0,VA,D,"DANIEL, Wilbur Clarence (Dan)",0.161
94,House,12033,2.0,VA,R,"WHITEHURST, George William",0.233
94,House,13036,7.0,VA,R,"ROBINSON, James Kenneth",0.333
94,House,13055,6.0,VA,R,"BUTLER, Manley Caldwell",0.332
94,House,14013,4.0,VA,R,"DANIEL, Robert Williams, Jr.",0.318
94,House,14215,10.0,VA,D,"FISHER, Joseph Lyman",-0.298
94,House,14231,8.0,VA,D,"HARRIS, Herbert Eugene, II",-0.324
94,House,10700,7.0,WA,D,"ADAMS, Brockman (Brock)",-0.396
94,House,10726,5.0,WA,D,"FOLEY, Thomas Stephen",-0.354
94,House,10738,6.0,WA,D,"HICKS, Floyd Verne",-0.414
94,House,10756,2.0,WA,D,"MEEDS, Edwin Lloyd",-0.453
94,House,13026,4.0,WA,D,"McCORMACK, Mike",-0.348
94,House,14044,1.0,WA,R,"PRITCHARD, Joel McFee",0.109
94,House,14208,3.0,WA,D,"BONKER, Don Leroy",-0.336
94,House,4276,4.0,WV,D,"HECHLER, Kenneth William",-0.31
94,House,6584,1.0,WV,D,"MOLLOHAN, Robert Homer",-0.349
94,House,8564,3.0,WV,D,"SLACK, John Mark, Jr.",-0.281
94,House,8824,2.0,WV,D,"STAGGERS, Harley Orrin",-0.345
94,House,5101,2.0,WI,D,"KASTENMEIER, Robert William",-0.514
94,House,7824,5.0,WI,D,"REUSS, Henry Schoellkopf",-0.481
94,House,10463,4.0,WI,D,"ZABLOCKI, Clement John",-0.355
94,House,11051,6.0,WI,R,"STEIGER, William Albert",0.336
94,House,12036,7.0,WI,D,"OBEY, David Ross",-0.45
94,House,13003,1.0,WI,D,"ASPIN, Leslie",-0.32
94,House,14202,3.0,WI,D,"BALDUS, Alvin James",-0.383
94,House,14211,8.0,WI,D,"CORNELL, Robert John",-0.324
94,House,14242,9.0,WI,R,"KASTEN, Robert Walter, Jr.",0.261
94,House,10766,1.0,WY,D,"RONCALIO, Teno",-0.457
95,House,10706,6.0,AL,R,"BUCHANAN, John Hall, Jr.",0.146
95,House,10717,2.0,AL,R,"DICKINSON, William Louis",0.398
95,House,10721,1.0,AL,R,"EDWARDS, William Jackson (Jack)",0.177
95,House,11000,4.0,AL,D,"BEVILL, Tom",-0.213
95,House,11037,3.0,AL,D,"NICHOLS, William Flynt",-0.042
95,House,12014,7.0,AL,D,"FLOWERS, Walter",-0.147
95,House,14419,5.0,AL,D,"FLIPPO, Ronnie Gene",-0.175
95,House,14066,1.0,AK,R,"YOUNG, Donald Edwin",0.283
95,House,7845,1.0,AZ,R,"RHODES, John Jacob",0.225
95,House,10566,2.0,AZ,D,"UDALL, Morris King",-0.387
95,House,14449,4.0,AZ,R,"RUDD, Eldon Dean",0.422
95,House,94454,3.0,AZ,D,"STUMP, Robert Lee",0.329
95,House,11020,3.0,AR,R,"HAMMERSCHMIDT, John Paul",0.253
95,House,12000,1.0,AR,D,"ALEXANDER, William Vollie (Bill), Jr.",-0.41
95,House,14058,4.0,AR,D,"THORNTON, Raymond Hoyt (Ray), Jr.",-0.306
95,House,14457,2.0,AR,D,"TUCKER, James (Jim) Guy, Jr.",-0.33
95,House,4957,1.0,CA,D,"JOHNSON, Harold Terry",-0.439
95,House,6240,14.0,CA,D,"McFALL, John Joseph",-0.468
95,House,6756,3.0,CA,D,"MOSS, John Emerson",-0.582
95,House,8549,15.0,CA,D,"SISK, Bernice Frederic",-0.388
95,House,10249,41.0,CA,R,"WILSON, Robert Carlton (Bob)",0.264
95,House,10511,21.0,CA,D,"CORMAN, James Charles",-0.53
95,House,10553,26.0,CA,R,"ROUSSELOT, John Harbin",0.601
95,House,10573,36.0,CA,D,"BROWN, George Edward, Jr.",-0.506
95,House,10577,6.0,CA,D,"BURTON, Phillip",-0.634
95,House,10579,2.0,CA,R,"CLAUSEN, Donald Holst",0.16
95,House,10580,33.0,CA,R,"CLAWSON, Delwin Morgan",0.483
95,House,10583,10.0,CA,D,"EDWARDS, William Donlon (Don)",-0.599
95,House,10595,29.0,CA,D,"HAWKINS, Augustus Freeman (Gus)",-0.517
95,House,10599,4.0,CA,D,"LEGGETT, Robert Louis",-0.468
95,House,10621,25.0,CA,D,"ROYBAL, Edward R.",-0.61
95,House,10633,42.0,CA,D,"VAN DEERLIN, Lionel",-0.401
95,House,10640,31.0,CA,D,"WILSON, Charles Herbert",-0.39
95,House,11055,39.0,CA,R,"WIGGINS, Charles Edward",0.359
95,House,11063,12.0,CA,R,"McCLOSKEY, Paul Norton , Jr. (Pete)",0.028
95,House,12001,32.0,CA,D,"ANDERSON, Glenn Malcolm",-0.269
95,House,12037,20.0,CA,R,"GOLDWATER, Barry Morris, Jr.",0.355
95,House,13010,30.0,CA,D,"DANIELSON, George Elmore",-0.477
95,House,13011,8.0,CA,D,"DELLUMS, Ronald V.",-0.644
95,House,14007,43.0,CA,R,"BURGENER, Clair Walter",0.281
95,House,14008,28.0,CA,D,"BURKE, Yvonne Brathwaite",-0.576
95,House,14028,18.0,CA,R,"KETCHUM, William Matthew",0.348
95,House,14040,22.0,CA,R,"MOORHEAD, Carlos John",0.465
95,House,14049,11.0,CA,D,"RYAN, Leo Joseph",-0.364
95,House,14053,9.0,CA,D,"STARK, Fortney Hillman (Pete), Jr.",-0.631
95,House,14071,19.0,CA,R,"LAGOMARSINO, Robert John",0.378
95,House,14076,5.0,CA,D,"BURTON, John Lowell",-0.413
95,House,14229,34.0,CA,D,"HANNAFORD, Mark Warren",-0.295
95,House,14246,17.0,CA,D,"KREBS, John Hans",-0.279
95,House,14250,35.0,CA,D,"LLOYD, James Fredrick",-0.218
95,House,14256,7.0,CA,D,"MILLER, George",-0.552
95,House,14257,13.0,CA,D,"MINETA, Norman Y.",-0.479
95,House,14266,38.0,CA,D,"PATTERSON, Jerry Mumford",-0.367
95,House,14280,24.0,CA,D,"WAXMAN, Henry Arnold",-0.473
95,House,14287,37.0,CA,R,"PETTIS, Shirley Neil",0.209
95,House,14403,40.0,CA,R,"BADHAM, Robert Edward",0.541
95,House,14405,23.0,CA,D,"BEILENSON, Anthony Charles",-0.44
95,House,14414,27.0,CA,R,"DORNAN, Robert Kenneth",0.49
95,House,14444,16.0,CA,D,"PANETTA, Leon Edward",-0.258
95,House,10723,3.0,CO,D,"EVANS, Frank Edward",-0.331
95,House,14002,5.0,CO,R,"ARMSTRONG, William Lester",0.508
95,House,14025,4.0,CO,R,"JOHNSON, James Paul (Jim)",0.162
95,House,14051,1.0,CO,D,"SCHROEDER, Patricia Scott",-0.225
95,House,14282,2.0,CO,D,"WIRTH, Timothy E.",-0.293
95,House,3553,3.0,CT,D,"GIAIMO, Robert Nicholas",-0.318
95,House,13009,1.0,CT,D,"COTTER, William Ross",-0.313
95,House,13029,4.0,CT,R,"McKINNEY, Stewart Brett",-0.006
95,House,14050,5.0,CT,R,"SARASIN, Ronald Arthur",0.133
95,House,14213,2.0,CT,D,"DODD, Christopher John",-0.328
95,House,14258,6.0,CT,D,"MOFFETT, Anthony John, Jr. (Toby)",-0.377
95,House,14417,1.0,DE,R,"EVANS, Thomas Beverley, Jr.",0.178
95,House,633,3.0,FL,D,"BENNETT, Charles Edward",-0.088
95,House,3078,15.0,FL,D,"FASCELL, Dante Bruno",-0.4
95,House,7333,14.0,FL,D,"PEPPER, Claude Denson",-0.422
95,House,8032,11.0,FL,D,"ROGERS, Paul Grant",-0.085
95,House,8507,1.0,FL,D,"SIKES, Robert Lee Fulton",-0.128
95,House,10587,2.0,FL,D,"FUQUA, Don",-0.173
95,House,10588,7.0,FL,D,"GIBBONS, Sam Melville",-0.233
95,House,11007,12.0,FL,R,"BURKE, J. Herbert",0.241
95,House,12007,4.0,FL,D,"CHAPPELL, William Venroe, Jr.",-0.098
95,House,12015,9.0,FL,R,"FREY, Louis, Jr.",0.244
95,House,13047,6.0,FL,R,"YOUNG, Charles William (Bill)",0.325
95,House,14003,10.0,FL,R,"BAFALIS, Louis Arthur (Skip)",0.303
95,House,14029,13.0,FL,D,"LEHMAN, William",-0.483
95,House,14243,5.0,FL,R,"KELLY, Richard",0.504
95,House,94428,8.0,FL,D,"IRELAND, Andrew Poysell (Andy)",0.015
95,House,3242,6.0,GA,D,"FLYNT, John James, Jr.",0.0
95,House,11005,3.0,GA,D,"BRINKLEY, Jack Thomas",-0.073
95,House,13023,2.0,GA,D,"MATHIS, Marvin Dawson",-0.04
95,House,14016,1.0,GA,D,"GINN, Ronald Bryan (Bo)",-0.217
95,House,14063,5.0,GA,D,"YOUNG, Andrew Jackson, Jr.",-0.589
95,House,14249,4.0,GA,D,"LEVITAS, Elliott Harris",-0.056
95,House,14252,7.0,GA,D,"McDONALD, Lawrence Patton",0.884
95,House,14404,10.0,GA,D,"BARNARD, Druie Douglas, Jr.",-0.028
95,House,14418,8.0,GA,D,"EVANS, Billy Lee",-0.091
95,House,14429,9.0,GA,D,"JENKINS, Edgar Lanier (Ed)",-0.116
95,House,14467,5.0,GA,D,"FOWLER, Wyche, Jr.",-0.237
95,House,14400,2.0,HI,D,"AKAKA, Daniel Kahikina",-0.419
95,House,14425,1.0,HI,D,"HEFTEL, Cecil Landau",-0.269
95,House,10734,2.0,ID,R,"HANSEN, George Vernon",0.621
95,House,14056,1.0,ID,R,"SYMMS, Steven Douglas",0.687
95,House,2525,4.0,IL,R,"DERWINSKI, Edward Joseph",0.342
95,House,6455,18.0,IL,R,"MICHEL, Robert Henry",0.372
95,House,7610,23.0,IL,D,"PRICE, Charles Melvin",-0.429
95,House,8080,8.0,IL,D,"ROSTENKOWSKI, Daniel David",-0.39
95,House,8474,22.0,IL,D,"SHIPLEY, George Edward",-0.284
95,House,10421,9.0,IL,D,"YATES, Sidney Richard",-0.494
95,House,10501,16.0,IL,R,"ANDERSON, John Bayard",0.183
95,House,10517,20.0,IL,R,"FINDLEY, Paul",0.246
95,House,10606,13.0,IL,R,"McCLORY, Robert",0.256
95,House,10703,11.0,IL,D,"ANNUNZIO, Frank",-0.398
95,House,10722,14.0,IL,R,"ERLENBORN, John Neal",0.315
95,House,11041,19.0,IL,R,"RAILSBACK, Thomas Fisher",0.103
95,House,12025,10.0,IL,D,"MIKVA, Abner Joseph",-0.441
95,House,12041,12.0,IL,R,"CRANE, Philip Miller",0.739
95,House,13030,1.0,IL,D,"METCALFE, Ralph Harold",-0.564
95,House,13032,2.0,IL,D,"MURPHY, Morgan Francis",-0.399
95,House,14033,21.0,IL,R,"MADIGAN, Edward Rell",0.247
95,House,14041,17.0,IL,R,"O'BRIEN, George Miller",0.169
95,House,14068,7.0,IL,D,"COLLINS, Cardiss",-0.552
95,House,14239,6.0,IL,R,"HYDE, Henry John",0.312
95,House,14271,3.0,IL,D,"RUSSO, Martin Anthony",-0.192
95,House,14275,24.0,IL,D,"SIMON, Paul Martin",-0.397
95,House,14285,5.0,IL,D,"FARY, John G.",-0.451
95,House,14411,15.0,IL,R,"CORCORAN, Thomas Joseph",0.319
95,House,948,3.0,IN,D,"BRADEMAS, John",-0.462
95,House,10732,9.0,IN,D,"HAMILTON, Lee Herbert",-0.171
95,House,10742,11.0,IN,D,"JACOBS, Andrew, Jr.",-0.07
95,House,11036,7.0,IN,R,"MYERS, John Thomas",0.236
95,House,13018,5.0,IN,R,"HILLIS, Elwood Haynes",0.173
95,House,14220,6.0,IN,D,"EVANS, David Walter",-0.054
95,House,14222,2.0,IN,D,"FITHIAN, Floyd James",-0.165
95,House,14274,10.0,IN,D,"SHARP, Philip Riley",-0.166
95,House,14406,1.0,IN,D,"BENJAMIN, Adam, Jr.",-0.267
95,House,14412,8.0,IN,D,"CORNWELL, David Lance",-0.257
95,House,14447,4.0,IN,R,"QUAYLE, James Danforth (Dan)",0.498
95,House,8672,4.0,IA,D,"SMITH, Neal Edward",-0.313
95,House,14205,6.0,IA,D,"BEDELL, Berkley Warren",-0.24
95,House,14207,2.0,IA,D,"BLOUIN, Michael Thomas",-0.288
95,House,14226,3.0,IA,R,"GRASSLEY, Charles Ernest",0.356
95,House,14230,5.0,IA,D,"HARKIN, Thomas Richard (Tom)",-0.351
95,House,14432,1.0,IA,R,"LEACH, James Albert Smith",0.141
95,House,10625,5.0,KS,R,"SKUBITZ, Joe",0.189
95,House,11057,3.0,KS,R,"WINN, Edward Lawrence, Jr. (Larry)",0.247
95,House,12029,1.0,KS,R,"SEBELIUS, Keith George",0.277
95,House,14244,2.0,KS,D,"KEYS, Martha Elizabeth",-0.231
95,House,14422,4.0,KS,D,"GLICKMAN, Daniel Robert",-0.133
95,House,6845,2.0,KY,D,"NATCHER, William Huston",-0.288
95,House,7343,7.0,KY,D,"PERKINS, Carl Dewey",-0.343
95,House,10626,4.0,KY,R,"SNYDER, Marion Gene",0.26
95,House,10710,5.0,KY,R,"CARTER, Tim Lee",0.08
