congress,chamber,icpsr,district_code,state_abbrev,party,bioname,extremism
51,Senate,799,0.0,NJ,D,"BLODGETT, Rufus",0.343
51,Senate,6375,0.0,NJ,D,"McPHERSON, John Rhoderic",0.413
51,Senate,3024,0.0,NY,R,"EVARTS, William Maxwell",0.276
51,Senate,4452,0.0,NY,R,"HISCOCK, Frank",0.375
51,Senate,7737,0.0,NC,D,"RANSOM, Matt Whitaker",0.401
51,Senate,9601,0.0,NC,D,"VANCE, Zebulon Baird",0.566
51,Senate,1576,0.0,ND,R,"CASEY, Lyman Rufus",0.355
51,Senate,7436,0.0,ND,R,"PIERCE, Gilbert Ashville",0.287
51,Senate,7272,0.0,OH,D,"PAYNE, Henry B.",0.213
51,Senate,8454,0.0,OH,R,"SHERMAN, John",0.277
51,Senate,2649,0.0,OR,R,"DOLPH, Joseph Norton",0.475
51,Senate,6565,0.0,OR,R,"MITCHELL, John Hipple",0.337
51,Senate,1435,0.0,PA,R,"CAMERON, James Donald",0.293
51,Senate,7668,0.0,PA,R,"QUAY, Matthew Stanley",0.205
51,Senate,71,0.0,RI,R,"ALDRICH, Nelson Wilmarth",0.338
51,Senate,1613,0.0,RI,R,"CHACE, Jonathan",0.797
51,Senate,2624,0.0,RI,R,"DIXON, Nathan Fellows",0.404
51,Senate,1344,0.0,SC,D,"BUTLER, Matthew Calbraith",0.413
51,Senate,4020,0.0,SC,D,"HAMPTON, Wade",0.485
51,Senate,6614,0.0,SD,R,"MOODY, Gideon Curtis",0.5
51,Senate,7379,0.0,SD,R,"PETTIGREW, Richard Franklin",0.192
51,Senate,508,0.0,TN,D,"BATE, William Brimage",0.661
51,Senate,4104,0.0,TN,D,"HARRIS, Isham Green",0.618
51,Senate,1915,0.0,TX,D,"COKE, Richard",0.647
51,Senate,7769,0.0,TX,D,"REAGAN, John Henninger",0.568
51,Senate,2855,0.0,VT,R,"EDMUNDS, George Franklin",0.341
51,Senate,6696,0.0,VT,R,"MORRILL, Justin Smith",0.398
51,Senate,422,0.0,VA,D,"BARBOUR, John Strode, Jr.",0.43
51,Senate,2325,0.0,VA,D,"DANIEL, John Warwick",0.451
51,Senate,113,0.0,WA,R,"ALLEN, John Beard",0.347
51,Senate,8819,0.0,WA,R,"SQUIRE, Watson Carvosso",0.308
51,Senate,3081,0.0,WV,D,"FAULKNER, Charles James",0.386
51,Senate,5173,0.0,WV,D,"KENNA, John Edward",0.406
51,Senate,8239,0.0,WI,R,"SAWYER, Philetus",0.362
51,Senate,8800,0.0,WI,R,"SPOONER, John Coit",0.254
51,Senate,1502,0.0,WY,R,"CAREY, Joseph Maull",0.382
51,Senate,9842,0.0,WY,R,"WARREN, Francis Emroy",0.394
